filename,title,doi,journal,year,paper_type,battery_subfield,score,verdict,num_targets,num_chemicals,num_synthesis_steps,num_operations,num_characterization,num_char_results,num_analysis_methods,num_ambiguities,has_yield,has_capacity,has_cycle_life
Chouchane_and_Franco_-_2022_-_Deconvoluting_the_impacts_of_the_active_material_s_reactions.json,Deconvoluting the impacts of the active material skeleton and the inactive phase morphology on the performance of lithium ion battery electrodes,10.1016/j.ensm.2022.02.016,Energy Storage Materials,2022,computational study,cathode,97.01,Excellent,4,4,4,4,2,4,1,1,False,False,False
Chu_et_al__-_2016_-_Insights_into_the_Performance_Limits_of_the_Li_su_reactions.json,Insights into the Performance Limits of the Li7P3S11 Superionic Conductor: A Combined First-Principles and Experimental Study,10.1021/acsami.6b00833,ACS Applied Materials & Interfaces,2016,experimental study,solid-state electrolyte,95.08,Excellent,2,4,3,12,4,9,1,1,False,False,False
Chu_et_al__-_2020_-_A_multi-functional_binder_for_high_loading_sulfur__reactions.json,A multi-functional binder for high loading sulfur cathode,10.1016/j.jechem.2019.10.020,Journal of Energy Chemistry,2020,research article,cathode,93.52,Excellent,2,13,5,5,5,9,1,1,False,True,True
Clarke_et_al__-_2021_-_Atomistic_Insights_into_the_Effects_of_Doping_and__reactions.json,Atomistic Insights into the Effects of Doping and Vacancy Clustering on Li-Ion Conduction in the Li3OCl Antiperovskite Solid Electrolyte,10.1021/acsaem.1c00656,ACS Applied Energy Materials,2021,computational study,solid-state electrolyte,82.69,Good,3,6,0,0,1,4,0,0,False,False,False
Coelho_et_al__-_2022_-_Reviewing_machine_learning_of_corrosion_prediction_reactions.json,Reviewing machine learning of corrosion prediction in a data-oriented perspective,10.1038/s41529-022-00218-4,npj Materials Degradation,2022,review article,computational/ML,100.0,Excellent,0,0,0,0,0,0,0,0,False,False,False
Cortona_-_1992_-_Direct_determination_of_self-consistent_total_ener_reactions.json,Direct determination of self-consistent total energies and charge densities of solids: A study of the cohesive properties of the alkali halides,,Physical Review B,1992,computational study,other/general,98.99,Excellent,20,0,0,0,2,29,1,1,False,False,False
Costa_et_al__-_2021_-_Magnetically_active_lithium-ion_batteries_towards__reactions.json,Magnetically active lithium-ion batteries towards battery performance improvement,10.1016/j.isci.2021.102691,iScience,2021,review,anode,97.14,Excellent,2,2,0,0,2,3,0,1,False,False,False
Cui_et_al__-_2021_-_Zinc-Doped_High-Nickel__Low-Cobalt_Layered_Oxide_C_reactions.json,"Zinc-Doped High-Nickel, Low-Cobalt Layered Oxide Cathodes for High-Energy-Density Lithium-Ion Batteries",10.1021/acsami.1c01824,ACS Applied Materials & Interfaces,2021,research article,cathode,98.44,Excellent,2,18,5,7,5,7,1,1,False,True,True
D_rfler_et_al__-_2021_-_Recent_Progress_and_Emerging_Application_Areas_for_reactions.json,Recent Progress and Emerging Application Areas for Lithium–Sulfur Battery Technology,10.1002/ente.202000694,Energy Technology,2021,review_article,other/general,98.59,Excellent,1,12,0,0,2,2,1,1,False,True,False
Dacek_et_al__-_2016_-_Structure_and_Dynamics_of_Fluorophosphate_Na-Ion_B_reactions.json,Structure and Dynamics of Fluorophosphate Na-Ion Battery Cathodes,10.1021/acs.chemmater.6b01989,Chemistry of Materials,2016,computational_study,cathode,90.32,Excellent,3,0,0,0,2,5,2,1,False,True,False
Dai_et_al__-_2019_-_EverBatt_A_Closed-loop_Battery_Recycling_Cost_and_reactions.json,EverBatt: A Closed-loop Battery Recycling Cost and Environmental Impacts Model,,,2019,technical_report,recycling,100.0,Excellent,0,0,0,0,0,0,0,0,False,False,False
Das_et_al__-_2021_-_Enabling_a_Stable_High-Power_Lithium-Bromine_Flow__reactions.json,Enabling a Stable High-Power Lithium-Bromine Flow Battery Using Task-Specific Ionic Liquids,10.1149/1945-7111/ac1396,Journal of The Electrochemical Society,2021,research article,electrolyte (liquid/polymer),81.61,Good,2,10,5,15,2,5,0,2,True,False,False
Davidsson_Kurland_-_2020_-_Energy_use_for_GWh-scale_lithium-ion_battery_produ_reactions.json,Energy use for GWh-scale lithium-ion battery production,10.1088/2515-7620/ab5e1e,Environmental Research Communications,2020,review article,other/general,94.12,Excellent,1,0,0,0,0,0,1,0,False,False,False
Deng_et_al__-_2015_-_Structural_and_Mechanistic_Insights_into_Fast_Lith_reactions.json,Structural and Mechanistic Insights into Fast Lithium-Ion Conduction in Li4SiO4−Li3PO4 Solid Electrolytes,10.1021/jacs.5b04444,Journal of the American Chemical Society,2015,research_article,solid-state electrolyte,94.06,Excellent,6,6,7,17,4,13,1,3,False,False,False
Deng_et_al__-_2017_-_Data-Driven_First-Principles_Methods_for_the_Study_reactions.json,Data-Driven First-Principles Methods for the Study and Design of Alkali Superionic Conductors,10.1021/acs.chemmater.6b02648,Chemistry of Materials,2017,research-article,computational/ML,87.5,Good,2,2,0,0,1,1,3,1,False,False,False
Deng_et_al__-_2018_-_Crystal_Structures__Local_Atomic_Environments__and_reactions.json,"Crystal Structures, Local Atomic Environments, and Ion Diffusion Mechanisms of Scandium-Substituted Sodium Superionic Conductor (NASICON) Solid Electrolytes",10.1021/acs.chemmater.7b05237,Chemistry of Materials,2018,materials_synthesis,solid-state electrolyte,96.26,Excellent,2,6,11,14,6,6,3,0,False,False,False
Di_Stefano_et_al__-_2019_-_Superionic_Diffusion_through_Frustrated_Energy_Lan_reactions.json,Superionic Diffusion through Frustrated Energy Landscape,10.1016/j.chempr.2019.07.001,Chem,2019,research article,solid-state electrolyte,98.88,Excellent,1,6,6,6,8,10,1,2,False,False,False
Dickey_-_2021_-_Liquid_metals_at_room_temperature_reactions.json,Liquid metals at room temperature,10.1063/PT.3.4723,Physics Today,2021,review,other/general,97.96,Excellent,3,11,5,6,3,3,0,3,False,False,False
Dietrich_et_al__-_2016_-_Local_Structural_Investigations__Defect_Formation__reactions.json,"Local Structural Investigations, Defect Formation, and Ionic Conductivity of the Lithium Ionic Conductor Li4P2S6",10.1021/acs.chemmater.6b04175,Chemistry of Materials,2016,research-article,solid-state electrolyte,97.7,Excellent,2,6,6,9,6,11,1,0,False,False,False
Ding_et_al__-_2020_-_Next-Generation_Liquid_Metal_Batteries_Based_on_th_reactions.json,Next-Generation Liquid Metal Batteries Based on the Chemistry of Fusible Alloys,10.1021/acscentsci.0c00749,ACS Central Science,2020,review article,other/general,98.73,Excellent,3,9,3,3,2,2,1,2,False,False,False
Dong_et_al__-_2015_-_Electrochemical_performance_and_lithium-ion_insert_reactions.json,Electrochemical performance and lithium-ion insertion/extraction mechanism studies of the novel Li2ZrO3 anode materials,10.1016/j.electacta.2015.01.220,Electrochimica Acta,2015,materials synthesis and electrochemistry,anode,99.11,Excellent,1,13,7,12,5,8,1,2,False,True,True
Dong_et_al__-_2020_-_Combined_Experimental_and_Computational_Study_of_C_reactions.json,Combined Experimental and Computational Study of Ce-Doped La3Zr2Li7O12 Garnet Solid-State Electrolyte,10.1021/acs.chemmater.9b03526,Chemistry of Materials,2020,materials synthesis study,solid-state electrolyte,99.08,Excellent,3,10,8,9,4,7,1,1,False,False,True
Doyle_and_Newman_-_1995_-_The_use_of_mathematical_modeling_in_the_design_of__reactions.json,THE USE OF MATHEMATICAL MODELING IN THE DESIGN OF LITHIUM/POLYMER BATTERY SYSTEMS,,Electrochimica Acta,1995,research-article,electrolyte (liquid/polymer),96.97,Excellent,2,6,0,0,7,0,1,1,False,False,False
Drakopoulos_-_Formulation_and_manufacturing_optimization_of_lith_reactions.json,Formulation and manufacturing optimization of lithium-ion graphite-based electrodes via machine learning,10.1016/j.xcrp.2021.100683,Cell Reports Physical Science,2021,battery electrode fabrication,anode,98.84,Excellent,1,10,5,13,3,6,2,1,False,True,True
Du_et_al__-_2014_-_Structures__Thermodynamics__and_Li___Mo_reactions.json,"Structures, Thermodynamics, and Li+ Mobility of Li10GeP2S12: A First-Principles Analysis",10.1021/jp5000039,The Journal of Physical Chemistry C,2014,computational study,solid-state electrolyte,88.57,Good,1,3,0,0,2,8,1,0,False,False,False
Duan_et_al__-_2020_-_Is_graphite_lithiophobic_or_lithiophilic_reactions.json,Is graphite lithiophobic or lithiophilic?,10.1093/nsr/nwz222,National Science Review,2020,research article,anode,90.48,Excellent,3,7,4,6,5,9,1,2,False,True,True
Dumon_et_al__-_2013_-_High_Li_ion_conductivity_in_strontium_doped_Li7La3_reactions.json,High Li ion conductivity in strontium doped Li7La3Zr2O12 garnet,10.1016/j.ssi.2013.04.016,Solid State Ionics,2013,research article,solid-state electrolyte,78.75,Good,2,5,6,6,5,13,1,3,False,False,False
Duquesnoy_et_al__-_2020_-_Data-driven_assessment_of_electrode_calendering_pr_reactions.json,"Data-driven assessment of electrode calendering process by combining experimental results, in silico mesostructures generation and machine learning",10.1016/j.jpowsour.2020.229103,Journal of Power Sources,2020,research article,cathode,78.69,Good,1,5,6,7,0,0,0,4,False,False,False
Duquesnoy_et_al__-_2022_-_Functional_data-driven_framework_for_fast_forecast_reactions.json,Functional data-driven framework for fast forecasting of electrode slurry rheology simulated by molecular dynamics,https://doi.org/10.1038/s41524-022-00819-2,NPJ Computational Materials,2022,computational study,cathode,97.92,Excellent,3,3,2,2,1,1,2,0,False,False,False
Ecker_et_al__-_2017_-_Influence_of_operational_condition_on_lithium_plat_reactions.json,Influence of operational condition on lithium plating for commercial lithium-ion batteries –Electrochemical experiments and post-mortem-analysis,10.1016/j.apenergy.2017.08.034,Applied Energy,2017,electrochemistry study,other/general,97.53,Excellent,0,10,4,7,4,6,2,2,False,True,True
Edge_et_al__-_2021_-_Lithium_ion_battery_degradation_what_you_need_to__reactions.json,Lithium ion battery degradation: what you need to know,10.1039/d1cp00359c,Physical Chemistry Chemical Physics,2021,review,other/general,100.0,Excellent,0,0,0,0,0,0,0,0,False,False,False
Eftekhari_and_Kim_-_2017_-_Cathode_materials_for_lithium_sulfur_batteries_a__reactions.json,Cathode materials for lithium –sulfur batteries: a practical perspective,10.1039/c7ta00799j,Journal of Materials Chemistry A,2017,review,cathode,100.0,Excellent,0,0,0,0,2,0,0,1,False,False,False
El_Kharbachi_et_al__-_2020_-_Pseudo-ternary_LiBH4__LiCl_P2sub_reactions.json,Pseudo-ternary LiBH4·LiCl·P2S5 system as structurally disordered bulk electrolyte for all-solid-state lithium batteries,10.1039/d0cp01334j,Physical Chemistry Chemical Physics,2020,materials_synthesis,solid-state electrolyte,83.5,Good,2,9,7,9,6,9,0,2,False,False,True
Elia_et_al__-_2016_-_An_Overview_and_Future_Perspectives_of_Aluminum_Ba_reactions.json,An Overview and Future Perspectives of Aluminum Batteries,10.1002/adma.201601357,Advanced Materials,2016,review article,cathode,90.82,Excellent,6,8,2,2,7,19,0,2,False,False,False
Elia_et_al__-_2021_-_An_overview_and_prospective_on_Al_and_Al-ion_batte_reactions.json,An overview and prospective on Al and Al-ion battery technologies,10.1016/j.jpowsour.2020.228870,Journal of Power Sources,2021,review,electrolyte (liquid/polymer),98.41,Excellent,2,7,2,2,2,3,0,2,False,True,False
Fan_et_al__-_2020_-_Sustainable_Recycling_Technology_for_Li-Ion_Batter_reactions.json,Sustainable Recycling Technology for Li-Ion Batteries and Beyond: Challenges and Future Prospects,10.1021/acs.chemrev.9b00535,Chemical Reviews,2020,review article,recycling,100.0,Excellent,0,0,0,0,0,0,0,0,False,False,False
Fang_and_Jena_-_2017_-_Li-rich_antiperovskite_superionic_conductors_based_reactions.json,Li-rich antiperovskite superionic conductors based on cluster ions,10.1073/pnas.1704086114,Proceedings of the National Academy of Sciences,2017,computational study,solid-state electrolyte,84.91,Good,2,3,2,2,4,8,1,0,False,False,False
Faraji_Niri_et_al__-_2022_-_Systematic_analysis_of_the_impact_of_slurry_coatin_reactions.json,Systematic analysis of the impact of slurry coating on manufacture of Li-ion battery electrodes via explainable machine learning,10.1016/j.ensm.2022.06.036,Energy Storage Materials,2022,research-article,anode,98.63,Excellent,2,5,5,9,4,2,1,3,False,False,False
Feng_et_al__-_2022_-_Review_of_modification_strategies_in_emerging_inor_reactions.json,"Review of modification strategies in emerging inorganic solid-state electrolytes for lithium, sodium, and potassium batteries",10.1016/j.joule.2022.01.015,Joule,2022,review article,solid-state electrolyte,98.84,Excellent,3,10,3,10,3,3,0,2,False,False,False
Fingerle_et_al__-_2017_-_Reaction_and_Space_Charge_Layer_Formation_at_the_L_reactions.json,Reaction and Space Charge Layer Formation at the LiCoO2−LiPON Interface: Insights on Defect Formation and Ion Energy Level Alignment by a Combined Surface Science −Simulation Approach,10.1021/acs.chemmater.7b00890,Chemistry of Materials,2017,research-article,solid-state electrolyte,97.67,Excellent,6,7,3,3,3,0,0,2,False,False,False
Foroozan_et_al__-_2018_-_Synergistic_Effect_of_Graphene_Oxide_for_Impeding__reactions.json,Synergistic Effect of Graphene Oxide for Impeding the Dendritic Plating of Li,10.1002/adfm.201705917,Advanced Functional Materials,2018,research-article,separator,80.85,Good,1,8,9,10,3,5,2,2,False,False,True
Forouzan_et_al__-_2016_-_Experiment_and_simulation_of_the_fabrication_proce_reactions.json,Experiment and simulation of the fabrication process of lithium-ion battery cathodes for determining microstructure and mechanical properties,10.1016/j.jpowsour.2016.02.014,Journal of Power Sources,2016,research article,cathode,96.43,Excellent,2,6,6,9,5,12,0,2,False,False,False
Fu_et_al__-_2013_-_Evaluation_and_Characterization_of_Reduced_Graphen_reactions.json,Evaluation and Characterization of Reduced Graphene Oxide Nanosheets as Anode Materials for Lithium -Ion Batteries,,International Journal of Electrochemical Science,2013,materials synthesis,anode,97.64,Excellent,2,17,5,13,6,18,1,2,False,True,True
Gaillac_et_al__-_2020_-_Speeding_Up_Discovery_of_Auxetic_Zeolite_Framework_reactions.json,Speeding Up Discovery of Auxetic Zeolite Frameworks by Machine Learning,10.1021/acs.chemmater.0c00434,Chemistry of Materials,2020,computational materials screening,computational/ML,100.0,Excellent,0,0,0,0,3,8,2,0,False,False,False
Galvez-Aranda_and_Seminario_-_2020_-_Solid_electrolyte_interphase_formation_between_the_reactions.json,Solid electrolyte interphase formation between the Li0.29La0.57TiO3 solid-state electrolyte and a Li-metal anode: an ab initio molecular dynamics study,10.1039/c9ra10984f,RSC Advances,2020,computational study,solid-state electrolyte,98.63,Excellent,4,6,2,2,4,6,1,2,False,False,False
Galvez-Aranda_and_Seminario_-_2021_-_Ion_Pairing__Clustering_and_Transport_in_a_LiFSI-T_reactions.json,"Ion Pairing, Clustering and Transport in a LiFSI-TMP Electrolyte as Functions of Salt Concentration using Molecular Dynamics Simulations",10.1149/1945-7111/abf0d8,Journal of The Electrochemical Society,2021,computational study,electrolyte (liquid/polymer),95.74,Excellent,3,2,2,5,2,14,2,1,False,False,False
Ganesh_et_al__-_2014_-_Binding_and_Diffusion_of_Lithium_in_Graphite_Quan_reactions.json,Binding and Diffusion of Lithium in Graphite: Quantum Monte Carlo Benchmarks and Validation of van der Waals Density Functional Methods,10.1021/ct500617z,Journal of Chemical Theory and Computation,2014,computational study,ion transport,100.0,Excellent,2,2,0,0,1,4,0,0,False,False,False
Gao_et_al__-_2018_-_Na_3_MnZr_PO_4___3sub_reactions.json,Na3MnZr(PO 4)3: A High-Voltage Cathode for Sodium Batteries,10.1021/jacs.8b11388,Journal of the American Chemical Society,2018,materials_synthesis_and_electrochemistry,solid-state electrolyte,98.11,Excellent,1,2,1,1,8,17,1,1,False,True,True
Gao_et_al__-_2021_-_A_family_of_ionic_supersalts_with_covalent-like_di_reactions.json,A family of ionic supersalts with covalent-like directionality and unconventional multiferroicity,10.1038/s41467-021-21597-3,Nature Communications,2021,computational study,computational/ML,94.85,Excellent,8,8,2,2,4,7,2,1,False,False,False
Gao_et_al__-_2022_-_High_Formability_Bromide_Solid_Electrolyte_with_Im_reactions.json,High Formability Bromide Solid Electrolyte with Improved Ionic Conductivity for Bulk-Type All-Solid-State Lithium−Metal Batteries,10.1021/acsaem.2c01343,ACS Applied Energy Materials,2022,research article,solid-state electrolyte,98.82,Excellent,2,9,4,10,4,11,1,3,False,True,False
Gin_et_al__-_2017_-_Material_degradation_foreseen_in_the_very_long_ter_reactions.json,Material degradation foreseen in the very long term: the case of glasses and ferrous metals,10.1038/s41529-017-0008-z,npj Materials Degradation,2017,editorial,other/general,100.0,Excellent,0,0,0,0,0,0,0,0,False,False,False
Goli_et_al__-_2014_-_Graphene-enhanced_hybrid_phase_change_materials_fo_reactions.json,Graphene-enhanced hybrid phase change materials for thermal management of Li-ion batteries,10.1016/j.jpowsour.2013.08.135,Journal of Power Sources,2014,research article,other/general,87.27,Good,1,2,3,3,6,14,1,2,False,False,False
