filename,title,doi,journal,year,raw_paper_type,paper_category,has_experimental_section,score,verdict,num_targets,num_chemicals,num_synthesis_steps,num_operations,num_characterization,num_char_results,char_methods_normalized,tags
Cheenicode_Kabeer_et_al__-_2017_-_First-Principles_Study_of_Alkoxides_Adsorbed_on_Au_reactions.json,First-Principles Study of Alkoxides Adsorbed on Au(111) and Au(110) Surfaces: Assessing the Roles of Noncovalent Interactions and Molecular Structures in Catalysis,10.1021/acs.jpcc.7b06641,Journal of Physical Chemistry C,2017,computational study,computational,False,100.0,Excellent,8,2,0,0,2,4,DFT calculation|DFT calculation,DFT|adsorption|van der Waals|gold surfaces|alkoxides
ChemSusChem_-_2024_-_Lei_-_Extraction_Of_LiCl_From_Low_Purity_Chlorides_Through_Solid_Electrolyte_Towards_High_Purity_reactions.json,Extraction Of LiCl From Low-Purity Chlorides Through Solid Electrolyte Towards High-Purity Li2CO3 Production,10.1002/cssc.202301406,ChemSusChem,2024,research article,experimental_synthesis,True,83.46,Good,3,13,8,17,6,12,XRD|SEM|EIS|ICP|XPS|EPR,lithium extraction|solid electrolyte|molten salt electrolysis
Chen_and_Dahn_-_2004_-_Methods_to_obtain_excellent_capacity_retention_in__reactions.json,Methods to obtain excellent capacity retention in LiCoO2 cycled to 4.5 V,10.1016/j.electacta.2003.10.019,Electrochimica Acta,2004,research-article,experimental_synthesis,True,92.05,Excellent,5,7,3,4,5,8,XRD|SEM|TEM|EDX/EDS|Galvanostatic cycling,Li-ion battery|positive electrode|oxide coating|capacity retention
Chen_and_Dahn_-_Improving_the_Capacity_Retention_of_LiCoO2_Cycled__reactions.json,Improving the Capacity Retention of LiCoO2 Cycled to 4.5 V by Heat-Treatment,10.1149/1.1628871,Electrochemical and Solid-State Letters,2004,materials synthesis & electrochemistry,experimental_synthesis,True,81.25,Good,3,11,6,12,1,2,Galvanostatic cycling,Li-ion battery|LiCoO2|heat treatment|surface modification
Chen_et_al__-_2018_-_Insights_into_Grain_Boundary_in_Lithium-Rich_Anti-_reactions.json,Insights into Grain Boundary in Lithium-Rich Anti-Perovskite as Solid Electrolytes,10.1149/2.0831816jes,Journal of The Electrochemical Society,2018,computational study,computational,False,93.33,Excellent,1,1,0,0,3,13,DFT calculation|CI-NEB|DFT calculation,solid electrolyte|grain boundary|Li3OCl|DFT|ionic conductivity
Chen_et_al__-_2018_-_Understanding_the_apparent_fractional_charge_of_pr_reactions.json,Understanding the apparent fractional charge of protons in the aqueous electrochemical double layer,10.1038/s41467-018-05511-y,Nature Communications,2018,computational study,computational,True,85.19,Good,2,4,2,7,3,9,Plane-integrated electron density analysis|Projected density of states (PDOS)|Embedded wavefunction charge analysis,DFT|electrochemical interface|Pt(111)|Al(111)|proton charge
Chen_et_al__-_2019_-_Cation_and_anion_Co-doping_synergy_to_improve_stru_reactions.json,Cation and anion Co-doping synergy to improve structural stability of Li- and Mn-rich layered cathode materials for lithium-ion batteries,10.1016/j.nanoen.2018.12.049,Nano Energy,2019,research article,experimental_synthesis,True,98.81,Excellent,2,8,4,7,5,8,XRD|TEM|TEM|EIS|XRD,lithium-ion battery|cathode materials|co-doping|Li-rich layered oxides
Chen_et_al__-_2019_-_Lithiophilicity_chemistry_of_heteroatom-doped_carb_reactions.json,Lithiophilicity chemistry of heteroatom-doped carbon to guide uniform lithium nucleation in lithium metal anodes,10.1126/sciadv.aau7728,Science Advances,2019,materials synthesis and electrochemistry,experimental_synthesis,True,79.79,Good,3,10,5,8,3,8,Li nucleation overpotential measurement|TEM|BET,graphene|heteroatom doping|lithium metal anode|lithiophilicity
Chen_et_al__-_2019_-_Recycling_End-of-Life_Electric_Vehicle_Lithium-Ion_reactions.json,Recycling End-of-Life Electric Vehicle Lithium-Ion Batteries,10.1016/j.joule.2019.09.014,Joule,2019,perspective_review,perspective,True,98.92,Excellent,8,6,6,9,0,0,,battery recycling|pyrometallurgy|hydrometallurgy|direct recycling
Chen_et_al__-_2021_-_Free-standing_ultrathin_lithium_metal_graphene_oxi_reactions.json,Free-standing ultrathin lithium metal–graphene oxide host foils with controllable thickness for lithium batteries,10.1038/s41560-021-00833-6,Nature Energy,2021,research article,experimental_synthesis,True,84.62,Good,2,5,4,6,7,13,SEM|BET|XRD|XPS|Nanoindentation|Tensile test|Electrochemical stripping,lithium metal anode|graphene oxide host|ultrathin foils
Chen_et_al__-_2021_-_Role_of_Lithiophilic_Metal_Sites_in_Lithium_Metal__reactions.json,Role of Lithiophilic Metal Sites in Lithium Metal Anodes,10.1021/acs.energyfuels.1c01602,Energy & Fuels,2021,research_article,experimental_synthesis,True,98.92,Excellent,3,9,5,5,4,18,XRD|Cyclic voltammetry|Galvanostatic Plating/Stripping|In situ Optical Microscopy,lithium metal anode|lithiophilicity|alloy nucleation|electrochemistry
Chen_et_al__-_2022_-_Review_on_Defects_and_Modification_Methods_of_LiFe_reactions.json,Review on Defects and Modification Methods of LiFePO4 Cathode Material for Lithium-Ion Batteries,10.1021/acs.energyfuels.1c03757,Energy & Fuels,2022,review,review,False,98.18,Excellent,1,0,0,0,31,34,Galvanostatic cycling|Galvanostatic cycling|Galvanostatic cycling|Galvanostatic cycling|Galvanostatic cycling|TEM|TEM|TEM|TEM|TEM|TEM|TEM|TEM|Galvanostatic cycling|Galvanostatic cycling|Galvanostatic cycling|Galvanostatic cycling|Galvanostatic cycling|Galvanostatic cycling|Galvanostatic cycling|Galvanostatic cycling|Galvanostatic cycling|Galvanostatic cycling|Galvanostatic cycling|Galvanostatic cycling|Galvanostatic cycling|Galvanostatic cycling|Galvanostatic cycling|Galvanostatic cycling|Galvanostatic cycling|Galvanostatic cycling,LiFePO4|cathode|battery|modification|defects
Chen_et_al__-_Staging_Phase_Transitions_in_LixCoO2_reactions.json,Staging Phase Transitions in Li xCoO2,10.1149/1.1519850,Journal of The Electrochemical Society,2002,materials_synthesis_and_electrochemistry,experimental_synthesis,True,99.09,Excellent,2,14,6,11,3,7,XRD|XRD|dQ/dV analysis,LiCoO2|Al2O3 coating|in situ XRD|stage-two phase|Li-ion cathode
Cheng_et_al__-_2013_-_Self-assembled_V2O5_nanosheetsreduced_graphene_ox_reactions.json,Self-assembled V2O5 nanosheets/reduced graphene oxide hierarchical nanocomposite as a high-performance cathode material for lithium ion batteries,10.1039/c3ta12066j,Journal of Materials Chemistry A,2013,materials_synthesis,experimental_synthesis,True,80.0,Good,1,5,8,9,7,7,XRD|SEM|TEM|TGA|BET|Raman spectroscopy|EIS,lithium ion battery|cathode|V2O5|graphene oxide|nanocomposite
Cheng_et_al__-_2016_-_A_Review_of_Solid_Electrolyte_Interphases_on_Lithi_reactions.json,A Review of Solid Electrolyte Interphases on Lithium Metal Anode,10.1002/advs.201500213,Advanced Science,2016,review,review,False,98.33,Excellent,0,8,0,0,5,5,FTIR|XPS|SEM|TEM|EIS,SEI|Lithium metal|battery
Cheng_et_al__-_2017_-_Quantum_Mechanics_Reactive_Dynamics_Study_of_Solid_reactions.json,Quantum Mechanics Reactive Dynamics Study of Solid Li-Electrode/Li6PS5Cl-Electrolyte Interface,10.1021/acsenergylett.7b00319,ACS Energy Letters,2017,computational study,computational,True,98.98,Excellent,6,7,6,6,3,6,Radial Distribution Function (RDF)|XRD|DFT calculation,solid electrolyte|interface stability|ab initio molecular dynamics|DFT
Cheng_et_al__-_2019_-_Understanding_the_Lithium_Storage_Mechanism_of_Ti__reactions.json,Understanding the Lithium Storage Mechanism of Ti3C2Tx MXene,10.1021/acs.jpcc.8b10790,Journal of Physical Chemistry C,2019,materials_synthesis_and_evaluation,experimental_synthesis,True,94.29,Excellent,4,11,5,12,4,8,XRD|TEM|Cyclic voltammetry|EIS,MXene|lithium-ion batteries|Ti3C2Tx|calcination|electrochemistry
Cheng_et_al__-_2020_-_Revealing_the_Impact_of_Space-Charge_Layers_on_the_reactions.json,Revealing the Impact of Space-Charge Layers on the Li-Ion Transport in All-Solid-State Batteries,10.1016/j.joule.2020.04.002,Joule,2020,materials characterization study,characterization_study,True,99.0,Excellent,5,7,6,8,5,16,XRD|EIS|GITT|NMR|NMR,solid-state battery|space-charge layer|Li-ion transport|NMR|LAGP|V2O5
Cheng_et_al__-_2020_-_Unveiling_the_Stable_Nature_of_the_Solid_Electroly_reactions.json,Unveiling the Stable Nature of the Solid Electrolyte Interphase between Lithium Metal and LiPON via Cryogenic Electron Microscopy,10.1016/j.joule.2020.08.013,Joule,2020,materials_synthesis,experimental_synthesis,True,97.8,Excellent,2,8,5,5,6,7,Galvanostatic cycling|TEM|TEM|TEM|XPS|XRD,solid-state battery|LiPON|thin film|interface
Cheng_et_al__-_2022_-_Degradation_Mechanism_of_All-Solid-State_Li-Metal__reactions.json,Degradation Mechanism of All-Solid-State Li-Metal Batteries Studied by Electrochemical Impedance Spectroscopy,10.1021/acsami.2c09841,ACS Applied Materials & Interfaces,2022,research article,experimental_synthesis,True,99.11,Excellent,5,11,5,21,5,6,XRD|SEM|EDX/EDS|EIS|SEM,solid-state battery|garnet electrolyte|aerosol deposition|interfacial resistance
Cherkashinin_et_al__-_2019_-_Performance_of_Li-Ion_Batteries_Contribution_of_E_reactions.json,Performance of Li-Ion Batteries: Contribution of Electronic Factors to the Battery Voltage,10.1149/2.0441903jes,Journal of The Electrochemical Society,2019,research-article,experimental_synthesis,True,76.92,Good,7,9,7,7,4,28,XPS|UPS|XPS|Photoelectron spectroscopy – derived electronic properties,Li-ion batteries|thin film cathodes|photoelectron spectroscopy
Cho_et_al__-_2018_-_Improved_particle_hardness_of_Ti-doped_LiNi13Co1_reactions.json,Improved particle hardness of Ti-doped LiNi1/3Co1/3Mn1/3-xTixO2 as high-voltage cathode material for lithium-ion batteries,10.1016/j.jpcs.2018.08.008,Journal of Physics and Chemistry of Solids,2018,research article,experimental_synthesis,True,99.04,Excellent,2,12,5,8,5,14,XRD|SEM|Particle hardness test (micro compression)|DSC|Galvanostatic cycling,lithium-ion batteries|cathode material|Ti-doped NCM111
Choi_and_Aurbach_-_2016_-_Promise_and_reality_of_post-lithium-ion_batteries__reactions.json,Promise and reality of post-lithium-ion batteries with high energy densities,10.1038/natrevmats.2016.13,Nature Reviews Materials,2016,review,review,False,100.0,Excellent,0,0,0,0,0,0,,post-lithium-ion batteries|energy density|battery technology
Chouchane_and_Franco_-_2022_-_Deconvoluting_the_impacts_of_the_active_material_s_reactions.json,Deconvoluting the impacts of the active material skeleton and the inactive phase morphology on the performance of lithium ion battery electrodes,10.1016/j.ensm.2022.02.016,Energy Storage Materials,2022,computational study,computational,True,97.01,Excellent,4,4,4,4,2,4,Ionic conductivity measurement|TauFactor tortuosity analysis,Li-ion battery|electrode modelling|NMC111|CBD morphology
Chu_et_al__-_2016_-_Insights_into_the_Performance_Limits_of_the_Li_su_reactions.json,Insights into the Performance Limits of the Li7P3S11 Superionic Conductor: A Combined First-Principles and Experimental Study,10.1021/acsami.6b00833,ACS Applied Materials & Interfaces,2016,experimental study,experimental_synthesis,True,95.08,Excellent,2,4,3,12,4,9,SEM|XRD|DSC|EIS,superionic conductor|solid electrolyte|Li7P3S11|spark plasma sintering|ionic conductivity
Chu_et_al__-_2020_-_A_multi-functional_binder_for_high_loading_sulfur__reactions.json,A multi-functional binder for high loading sulfur cathode,10.1016/j.jechem.2019.10.020,Journal of Energy Chemistry,2020,research article,experimental_synthesis,True,93.52,Excellent,2,13,5,5,5,9,Cyclic voltammetry|Galvanostatic cycling|SEM|Tensile test|XPS,Li–S batteries|binder|sulfur cathode|bio-adhesion
Clarke_et_al__-_2021_-_Atomistic_Insights_into_the_Effects_of_Doping_and__reactions.json,Atomistic Insights into the Effects of Doping and Vacancy Clustering on Li-Ion Conduction in the Li3OCl Antiperovskite Solid Electrolyte,10.1021/acsaem.1c00656,ACS Applied Energy Materials,2021,computational study,computational,False,82.69,Good,3,6,0,0,1,4,DFT calculation,solid electrolyte|antiperovskite|Li-ion conductivity|doping|molecular dynamics
Coelho_et_al__-_2022_-_Reviewing_machine_learning_of_corrosion_prediction_reactions.json,Reviewing machine learning of corrosion prediction in a data-oriented perspective,10.1038/s41529-022-00218-4,npj Materials Degradation,2022,review article,review,False,100.0,Excellent,0,0,0,0,0,0,,corrosion|machine learning|data mining
Cortona_-_1992_-_Direct_determination_of_self-consistent_total_ener_reactions.json,Direct determination of self-consistent total energies and charge densities of solids: A study of the cohesive properties of the alkali halides,,Physical Review B,1992,computational study,computational,False,98.99,Excellent,20,0,0,0,2,29,DFT calculation|DFT calculation,density functional theory|alkali halides|cohesive properties
Costa_et_al__-_2021_-_Magnetically_active_lithium-ion_batteries_towards__reactions.json,Magnetically active lithium-ion batteries towards battery performance improvement,10.1016/j.isci.2021.102691,iScience,2021,review,review,False,97.14,Excellent,2,2,0,0,2,3,Galvanostatic cycling|Galvanostatic cycling,lithium-ion battery|magnetic field|magnetohydrodynamics
Cui_et_al__-_2021_-_Zinc-Doped_High-Nickel__Low-Cobalt_Layered_Oxide_C_reactions.json,"Zinc-Doped High-Nickel, Low-Cobalt Layered Oxide Cathodes for High-Energy-Density Lithium-Ion Batteries",10.1021/acsami.1c01824,ACS Applied Materials & Interfaces,2021,research article,experimental_synthesis,True,98.44,Excellent,2,18,5,7,5,7,SEM|EDX/EDS|ICP|XRD|DSC,lithium-ion battery|cathode|high-nickel|zinc doping
d3ta00940h1_reactions.json,,,Journal of Materials Chemistry A,2023,computational study,computational,False,100.0,Excellent,3,0,0,0,0,0,,DFT|TMDC|intercalation|lithium|magnesium
D_rfler_et_al__-_2021_-_Recent_Progress_and_Emerging_Application_Areas_for_reactions.json,Recent Progress and Emerging Application Areas for Lithium–Sulfur Battery Technology,10.1002/ente.202000694,Energy Technology,2021,review_article,review,False,98.59,Excellent,1,12,0,0,2,2,SEM|Safety testing (nail penetration),lithium–sulfur batteries|energy storage|battery applications
Dacek_et_al__-_2016_-_Structure_and_Dynamics_of_Fluorophosphate_Na-Ion_B_reactions.json,Structure and Dynamics of Fluorophosphate Na-Ion Battery Cathodes,10.1021/acs.chemmater.6b01989,Chemistry of Materials,2016,computational_study,computational,False,90.32,Excellent,3,0,0,0,2,5,DFT calculation|DFT calculation,sodium-ion battery|fluorophosphate cathode|DFT|AIMD
Dai_et_al__-_2019_-_EverBatt_A_Closed-loop_Battery_Recycling_Cost_and_reactions.json,EverBatt: A Closed-loop Battery Recycling Cost and Environmental Impacts Model,,,2019,technical_report,data_descriptor,False,100.0,Excellent,0,0,0,0,0,0,,battery recycling|lifecycle analysis|cost modeling
Das_et_al__-_2021_-_Enabling_a_Stable_High-Power_Lithium-Bromine_Flow__reactions.json,Enabling a Stable High-Power Lithium-Bromine Flow Battery Using Task-Specific Ionic Liquids,10.1149/1945-7111/ac1396,Journal of The Electrochemical Society,2021,research article,experimental_synthesis,True,81.61,Good,2,10,5,15,2,5,EIS|Battery polarization testing,lithium-bromine flow battery|task-specific ionic liquid|electrochemistry|redox flow battery
Davidsson_Kurland_-_2020_-_Energy_use_for_GWh-scale_lithium-ion_battery_produ_reactions.json,Energy use for GWh-scale lithium-ion battery production,10.1088/2515-7620/ab5e1e,Environmental Research Communications,2020,review article,review,False,94.12,Excellent,1,0,0,0,0,0,,lithium-ion battery|energy use|manufacturing|life cycle assessment
de_Klerk_and_Wagemaker_-_2018_-_Space-Charge_Layers_in_All-Solid-State_Batteries___reactions.json,Space-Charge Layers in All-Solid-State Batteries; Important or Negligible?,10.1021/acsaem.8b01141,ACS Applied Energy Materials,2018,research article,other,False,100.0,Excellent,0,4,0,0,0,0,,all-solid-state batteries|space-charge|modeling
Deng_et_al__-_2015_-_Structural_and_Mechanistic_Insights_into_Fast_Lith_reactions.json,Structural and Mechanistic Insights into Fast Lithium-Ion Conduction in Li4SiO4−Li3PO4 Solid Electrolytes,10.1021/jacs.5b04444,Journal of the American Chemical Society,2015,research_article,experimental_synthesis,True,94.06,Excellent,6,6,7,17,4,13,XRD|Neutron diffraction|EIS|NMR,solid electrolyte|lithium ion|oxide|Li4SiO4|Li3PO4
Deng_et_al__-_2017_-_Data-Driven_First-Principles_Methods_for_the_Study_reactions.json,Data-Driven First-Principles Methods for the Study and Design of Alkali Superionic Conductors,10.1021/acs.chemmater.6b02648,Chemistry of Materials,2017,research-article,computational,False,87.5,Good,2,2,0,0,1,1,DFT calculation,alkali superionic conductor|DFT|AIMD|Li6PS5Cl
